file,word_count
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mpp_Latn.parquet,65324
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/pib_Latn.parquet,6399
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/kus_Latn.parquet,53406
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/ace_Latn.parquet,765360
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mza_Latn.parquet,12661
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/sus_Latn.parquet,164116
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/ptu_Latn.parquet,126169
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/ncj_Latn.parquet,81260
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mcp_Latn.parquet,20233
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/zpz_Latn.parquet,126617
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/gqr_Latn.parquet,2974
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/fuf_Latn.parquet,249702
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/muh_Latn.parquet,87736
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/moc_Latn.parquet,46
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/brx_Deva.parquet,176697
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/zty_Latn.parquet,83006
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/cwt_Latn.parquet,69012
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/taq_Latn.parquet,249504
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/jpn_Jpan.parquet,56673
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/guo_Latn.parquet,31178
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/ibo_Latn.parquet,614555
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mee_Latn.parquet,50736
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/lin_Latn.parquet,536180
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/knx_Latn.parquet,842
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/khy_Latn.parquet,129
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/icr_Latn.parquet,14037
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/tcf_Latn.parquet,38764
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/gym_Latn.parquet,200207
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/bjn_Latn.parquet,434725
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/iws_Latn.parquet,32759
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mqb_Latn.parquet,105675
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/biv_Latn.parquet,57529
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/sur_Latn.parquet,75732
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/amf_Latn.parquet,6080
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/hat_Latn.parquet,606342
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/chz_Latn.parquet,98277
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/bvz_Latn.parquet,170530
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/dln_Latn.parquet,2721
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/hil_Latn.parquet,432173
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/rel_Latn.parquet,10926
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/gvf_Latn.parquet,57998
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/rkb_Latn.parquet,25836
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/zas_Latn.parquet,18990
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/bmu_Latn.parquet,90935
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/pau_Latn.parquet,231900
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/gcr_Latn.parquet,43892
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/pag_Latn.parquet,57604
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mbc_Latn.parquet,18170
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/nhy_Latn.parquet,35483
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/emp_Latn.parquet,61695
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/dur_Latn.parquet,3576
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/hbo_Hebr.parquet,707359
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/pri_Latn.parquet,83491
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mpx_Latn.parquet,141155
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/kbo_Latn.parquet,517
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/viv_Latn.parquet,99852
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/nbc_Latn.parquet,549
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mwq_Latn.parquet,112500
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mnw_Mymr.parquet,164587
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/sag_Latn.parquet,927369
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/syc_Syrc.parquet,607148
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/snw_Latn.parquet,2861
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/daa_Latn.parquet,3233
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/lcp_Thai.parquet,11582
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/cbk_Latn.parquet,439620
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/amk_Latn.parquet,13426
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/yan_Latn.parquet,4095
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/lun_Latn.parquet,71
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/gjn_Latn.parquet,323
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/bus_Latn.parquet,37096
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/sbd_Latn.parquet,165
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/lww_Latn.parquet,42780
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/kat_Geor.parquet,326871
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mio_Latn.parquet,21658
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/olo_Latn.parquet,402930
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/agt_Latn.parquet,15388
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/asm_Latn.parquet,243273
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/boa_Latn.parquet,6041
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/bci_Latn.parquet,193521
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/mfy_Latn.parquet,7898
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/aby_Latn.parquet,74051
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/jae_Latn.parquet,84730
/capstor/store/cscs/swissai/a139/datasets/tokenizer_training/tokenizer_training_dataset/fineweb2/xsb_Latn.parquet,3308
